3.883001589752206328e-01,2.877988736380172607e-01,1.167874516181430344e+00,nan,nan,2.695354228225830262e-01,2.695354228225830262e-01,8.400000000000000355e+00
-1.956960051790809230e-01,5.166297025766619123e-03,6.396633920247501992e-02,nan,nan,-2.439473621048103280e-01,-2.439473621048103280e-01,6.469999999999999751e+00
-3.304643507531505042e-01,-2.826304506588220300e-01,6.396633920247501992e-02,nan,nan,-3.562717213076776468e-01,-3.562717213076776468e-01,6.490000000000000213e+00
-6.000010419012896667e-01,-5.737903088689947362e-01,-1.039941837776480416e+00,nan,nan,-5.006887545685070329e-01,-5.006887545685070329e-01,1.719999999999999973e+00
6.578368501233597954e-01,6.362462087321839599e-01,1.167874516181430344e+00,nan,nan,6.065085004311848715e-01,6.065085004311848715e-01,8.769999999999999574e+00
-2.855415688951273290e-01,-3.741825795915221797e-01,6.159204276919526544e-01,nan,nan,-3.562717213076776468e-01,-3.562717213076776468e-01,7.919999999999999929e+00
-6.449238237593128975e-01,-5.077548566986003209e-01,-4.879877492870026701e-01,nan,nan,-6.451057878293363634e-01,-6.451057878293363634e-01,6.070000000000000284e+00
-9.593832967654752908e-01,-9.885222549562318051e-01,-1.039941837776480416e+00,nan,nan,-9.178935173220140742e-01,-9.178935173220140742e-01,4.000000000000000000e+00
3.433773771171974576e-01,3.292664671095067441e-01,-4.879877492870026701e-01,nan,nan,4.139524560834124123e-01,4.139524560834124123e-01,4.610000000000000320e+00
-6.092765960501133476e-02,-8.897760459730347238e-02,-1.039941837776480416e+00,nan,nan,-3.534498072805677960e-02,-3.534498072805677960e-02,4.919999999999999929e+00
5.599342854505911404e+00,5.455100568890124180e+00,2.823736781649863303e+00,nan,nan,5.452502283183459753e+00,5.452502283183459753e+00,7.700000000000000178e+00
-6.000010419012896667e-01,-6.181637623121277736e-01,6.396633920247501992e-02,nan,nan,-5.809204397134122289e-01,-5.809204397134122289e-01,5.049999999999999822e+00
7.476824138394062569e-01,8.389269159002179510e-01,1.167874516181430344e+00,nan,nan,7.188328596340521903e-01,7.188328596340521903e-01,7.740000000000000213e+00
-7.347693874753593590e-01,-6.974715503973573094e-01,-1.039941837776480416e+00,nan,nan,-6.932447989162795476e-01,-6.932447989162795476e-01,2.890000000000000124e+00
-5.101554781852433162e-01,-4.883394748672320596e-01,-1.039941837776480416e+00,nan,nan,-4.204570694236017814e-01,-4.204570694236017814e-01,1.429999999999999938e+00
-1.600487774698813176e-02,-8.262775430045402048e-02,6.159204276919526544e-01,nan,nan,-6.743765478601886076e-02,-6.743765478601886076e-02,6.620000000000000107e+00
-4.652326963272201410e-01,-5.230031379248244461e-01,6.396633920247501992e-02,nan,nan,-5.006887545685070329e-01,-5.006887545685070329e-01,7.889999999999999680e+00
2.535318134011510516e-01,3.318004804295638377e-01,1.167874516181430344e+00,nan,nan,2.213964117356398975e-01,2.213964117356398975e-01,7.019999999999999574e+00
-6.092765960501133476e-02,1.065671340958497249e-01,6.159204276919526544e-01,nan,nan,-1.476693399309240706e-01,-1.476693399309240706e-01,3.669999999999999929e+00
-6.092765960501133476e-02,-1.492961771108007041e-01,6.159204276919526544e-01,nan,nan,-1.316230029019430370e-01,-1.316230029019430370e-01,5.200000000000000178e+00
1.187634678270814564e-01,1.201778821662241037e-01,-4.879877492870026701e-01,nan,nan,2.053500747066588639e-01,2.053500747066588639e-01,5.230000000000000426e+00
-8.246149511914057095e-01,-7.797295756921494014e-01,-1.039941837776480416e+00,nan,nan,-7.574301470322036822e-01,-7.574301470322036822e-01,4.150000000000000355e+00
-2.855415688951273290e-01,-3.806087939408601684e-01,6.159204276919526544e-01,nan,nan,-3.883643953656397141e-01,-3.883643953656397141e-01,7.370000000000000107e+00
-5.550782600432665470e-01,-5.669726816447439033e-01,-1.591895926265957995e+00,nan,nan,-4.365034064525828428e-01,-4.365034064525828428e-01,7.330000000000000071e+00
-1.183997206055591223e+00,-1.191337915383279711e+00,-1.591895926265957995e+00,nan,nan,-1.110449561669786700e+00,-1.110449561669786700e+00,6.150000000000000355e+00
-2.855415688951273290e-01,-3.612650027946704423e-01,1.167874516181430344e+00,nan,nan,-3.081327102207345181e-01,-3.081327102207345181e-01,6.299999999999999822e+00
-3.753871326111737350e-01,-4.691693236508862608e-01,6.159204276919526544e-01,nan,nan,-4.525497434815639042e-01,-4.525497434815639042e-01,5.040000000000000036e+00
-5.550782600432665470e-01,-4.126837782987947123e-01,-4.879877492870026701e-01,nan,nan,-5.809204397134122289e-01,-5.809204397134122289e-01,3.709999999999999964e+00
-9.144605149074520600e-01,-8.874425241479754201e-01,-4.879877492870026701e-01,nan,nan,-8.858008432640520624e-01,-8.858008432640520624e-01,5.519999999999999574e+00
-5.101554781852433162e-01,-4.221583954508168479e-01,-4.879877492870026701e-01,nan,nan,-5.006887545685070329e-01,-5.006887545685070329e-01,6.690000000000000391e+00
1.780906396573939787e+00,1.880958144326443593e+00,1.719828604670907923e+00,nan,nan,1.954400810865592586e+00,1.954400810865592586e+00,7.099999999999999645e+00
-8.695377330494289403e-01,-9.128352311755936199e-01,-4.879877492870026701e-01,nan,nan,-8.858008432640520624e-01,-8.858008432640520624e-01,5.169999999999999929e+00
-1.004306078623498522e+00,-1.001446580699302036e+00,-1.591895926265957995e+00,nan,nan,-9.339398543509951356e-01,-9.339398543509951356e-01,6.540000000000000036e+00
-4.652326963272201410e-01,-5.420091605220037634e-01,6.159204276919526544e-01,nan,nan,-5.167350915974880943e-01,-5.167350915974880943e-01,6.820000000000000284e+00
1.187634678270814564e-01,1.611651409793445067e-01,1.167874516181430344e+00,nan,nan,9.302571550379155896e-02,9.302571550379155896e-02,8.800000000000000711e+00
-1.600487774698813176e-02,-9.523779186714173561e-02,6.159204276919526544e-01,nan,nan,-6.743765478601886076e-02,-6.743765478601886076e-02,7.339999999999999858e+00
-7.347693874753593590e-01,-7.829547850366851414e-01,-4.879877492870026701e-01,nan,nan,-7.574301470322036822e-01,-7.574301470322036822e-01,3.549999999999999822e+00
-1.600487774698813176e-02,-4.777636936630508951e-02,6.159204276919526544e-01,nan,nan,-3.252306670094692355e-03,-3.252306670094692355e-03,8.519999999999999574e+00
-6.092765960501133476e-02,-6.999330865068265073e-02,-4.879877492870026701e-01,nan,nan,-1.929864369907573554e-02,-1.929864369907573554e-02,7.280000000000000249e+00
-8.695377330494289403e-01,-9.031129774538226851e-01,-4.879877492870026701e-01,nan,nan,-8.537081692060899396e-01,-8.537081692060899396e-01,8.369999999999999218e+00
3.883001589752206328e-01,3.954513596824956179e-01,6.159204276919526544e-01,nan,nan,3.818597820254503450e-01,3.818597820254503450e-01,8.349999999999999645e+00
-6.898466056173361283e-01,-7.511688818636398368e-01,6.396633920247501992e-02,nan,nan,-7.253374729742415594e-01,-7.253374729742415594e-01,4.240000000000000213e+00
-1.956960051790809230e-01,-2.599444374550396453e-01,6.159204276919526544e-01,nan,nan,-2.198778565613387637e-01,-2.198778565613387637e-01,7.459999999999999964e+00
-1.049228860481521641e+00,-1.048786662895880850e+00,-1.591895926265957995e+00,nan,nan,-9.660325284089572584e-01,-9.660325284089572584e-01,7.330000000000000071e+00
-2.855415688951273290e-01,-3.582314722209800628e-01,6.396633920247501992e-02,nan,nan,-3.241790472497155240e-01,-3.241790472497155240e-01,4.740000000000000213e+00
-5.550782600432665470e-01,-5.577112569862402447e-01,-1.039941837776480416e+00,nan,nan,-4.685960805105449101e-01,-4.685960805105449101e-01,9.080000000000000071e+00
3.433773771171974576e-01,2.341043629103004564e-01,1.167874516181430344e+00,nan,nan,2.374427487646209312e-01,2.374427487646209312e-01,7.540000000000000036e+00
-1.058504414630345308e-01,-7.361366579745396051e-03,6.159204276919526544e-01,nan,nan,-1.797620139888861657e-01,-1.797620139888861657e-01,6.639999999999999680e+00
2.814130379308473540e+00,2.819186655656121587e+00,6.396633920247501992e-02,nan,nan,2.820903010430568791e+00,2.820903010430568791e+00,5.250000000000000000e+00
-3.304643507531505042e-01,-4.250576183604548031e-01,1.167874516181430344e+00,nan,nan,-4.365034064525828428e-01,-4.365034064525828428e-01,7.009999999999999787e+00
-3.304643507531505042e-01,-3.899497129277399443e-01,6.159204276919526544e-01,nan,nan,-3.723180583366586527e-01,-3.723180583366586527e-01,4.740000000000000213e+00
-6.092765960501133476e-02,-1.427251755966466862e-01,6.159204276919526544e-01,nan,nan,-9.953032884398094193e-02,-9.953032884398094193e-02,7.099999999999999645e+00
