3.967043019262878056e-01,1.357294438678819659e-01,4.497684714655821869e-01,nan,nan,2.173080957685395165e-01,2.173080957685395165e-01,3.459999999999999964e+00
1.286608546787961216e-01,1.634938438185279119e-01,4.497684714655821869e-01,nan,nan,1.676619903383901600e-01,1.676619903383901600e-01,2.649999999999999911e+00
-1.211556381558662299e+00,-1.353516394651301802e+00,-4.255918529808704331e-01,nan,nan,-1.321721172566090896e+00,-1.321721172566090896e+00,3.120000000000000107e+00
7.987694727975253040e-01,7.622670068323714743e-01,1.325128795912034807e+00,nan,nan,6.641230446398838083e-01,6.641230446398838083e-01,3.399999999999999911e+00
1.870943261787492151e+00,1.614862211728668395e+00,1.325128795912034807e+00,nan,nan,1.756337364103169874e+00,1.756337364103169874e+00,2.310000000000000053e+00
7.987694727975253040e-01,1.202043980642948595e+00,-4.255918529808704331e-01,nan,nan,9.619996772207800584e-01,9.619996772207800584e-01,1.840000000000000080e+00
-1.881664999677391537e+00,-1.885846413221087703e+00,-1.300952177427322942e+00,nan,nan,-1.619597805146987035e+00,-1.619597805146987035e+00,-3.800000000000000044e-01
1.286608546787961216e-01,1.071368289415434577e-01,-4.255918529808704331e-01,nan,nan,6.836977947809141920e-02,6.836977947809141920e-02,4.049999999999999822e+00
1.286608546787961216e-01,-9.866775787250921248e-02,1.325128795912034807e+00,nan,nan,-8.056853681235667808e-02,-8.056853681235667808e-02,1.699999999999999956e+00
1.066812920045016932e+00,1.109417794903114096e+00,-4.255918529808704331e-01,nan,nan,1.210230204371526952e+00,1.210230204371526952e+00,2.509999999999999787e+00
-1.393825925686955625e-01,-3.979250302271014617e-01,1.325128795912034807e+00,nan,nan,-3.287990639631035439e-01,-3.287990639631035439e-01,1.699999999999999956e+00
9.327911964212711737e-01,1.099307325701383897e+00,-4.255918529808704331e-01,nan,nan,9.123535717906307019e-01,9.123535717906307019e-01,2.100000000000000089e+00
-8.094912106874248003e-01,-9.406961289922740610e-01,-4.255918529808704331e-01,nan,nan,-7.756140128344478635e-01,-7.756140128344478635e-01,3.560000000000000053e+00
-8.094912106874248003e-01,-7.540306298702518228e-01,-4.255918529808704331e-01,nan,nan,-7.756140128344478635e-01,-7.756140128344478635e-01,2.649999999999999911e+00
-6.754694870636789306e-01,-6.413840831195789516e-01,-4.255918529808704331e-01,nan,nan,-6.266756965439996829e-01,-6.266756965439996829e-01,3.359999999999999876e+00
-1.393825925686955625e-01,-1.170439799649304197e-01,-4.255918529808704331e-01,nan,nan,-8.056853681235667808e-02,-8.056853681235667808e-02,2.299999999999999822e+00
-5.360868944949719571e-03,8.915149064980054661e-02,-4.255918529808704331e-01,nan,nan,2.173080957685395165e-01,2.173080957685395165e-01,3.439999999999999947e+00
1.602899814540000412e+00,1.334784469924169548e+00,1.325128795912034807e+00,nan,nan,1.557752942382572447e+00,1.557752942382572447e+00,3.270000000000000018e+00
-1.479599828806154038e+00,-1.475409829339010992e+00,-1.300952177427322942e+00,nan,nan,-1.421013383426389609e+00,-1.421013383426389609e+00,-1.199999999999999956e-01
-1.345578105182408057e+00,-1.390893445728935029e+00,-1.300952177427322942e+00,nan,nan,-1.321721172566090896e+00,-1.321721172566090896e+00,1.909999999999999920e+00
9.327911964212711737e-01,9.123408571876074902e-01,2.200489120358487316e+00,nan,nan,9.123535717906307019e-01,9.123535717906307019e-01,1.639999999999999902e+00
2.626825783025419914e-01,1.819146814992144701e-01,4.497684714655821869e-01,nan,nan,2.173080957685395165e-01,2.173080957685395165e-01,2.899999999999999911e+00
6.647477491737795452e-01,4.631903555771674785e-01,4.497684714655821869e-01,nan,nan,5.648308337795850953e-01,5.648308337795850953e-01,3.779999999999999805e+00
-2.734043161924414322e-01,-2.105765709397739160e-01,1.325128795912034807e+00,nan,nan,-1.302146422425060623e-01,-1.302146422425060623e-01,2.490000000000000213e+00
-2.734043161924414322e-01,-4.444294019254727557e-01,4.497684714655821869e-01,nan,nan,-2.791529585329541319e-01,-2.791529585329541319e-01,1.010000000000000009e+00
6.647477491737795452e-01,7.439033918769255571e-01,-4.255918529808704331e-01,nan,nan,8.627074663604813454e-01,8.627074663604813454e-01,3.100000000000000089e+00
2.626825783025419914e-01,8.911994081886405461e-02,4.497684714655821869e-01,nan,nan,2.669542011986889007e-01,2.669542011986889007e-01,5.400000000000000355e-01
1.334856367292508672e+00,1.202674987369204862e+00,1.325128795912034807e+00,nan,nan,1.259876309801676308e+00,1.259876309801676308e+00,3.700000000000000178e+00
1.286608546787961216e-01,3.272527759453214974e-02,-4.255918529808704331e-01,nan,nan,2.173080957685395165e-01,2.173080957685395165e-01,7.900000000000000355e-01
-1.479599828806154038e+00,-1.512221655781565754e+00,-1.300952177427322942e+00,nan,nan,-1.371367277996240253e+00,-1.371367277996240253e+00,7.500000000000000000e-01
-1.345578105182408057e+00,-8.022671466669311080e-01,-1.300952177427322942e+00,nan,nan,-1.172782856275642827e+00,-1.172782856275642827e+00,-8.999999999999999667e-02
